referenceName;vernacularName ;type ;family
Pelecanus onocrotalus Linnaeus, 1758;PÇlican blanc;Pelecaniformes;Pelecanidae
Pelecanus rufescens Gmelin, 1789;PÇlican gris;Pelecaniformes;Pelecanidae
Penelope marail (Statius MÅller, 1776);PÇnÇlope marail, Maraãl, Maray;Galliformes;Cracidae
Percnostola rufifrons (Gmelin, 1789);Alapi Ö tàte noire;Passeriformes (Passereaux);Thamnophilidae
Perdicula asiatica (Latham, 1790);Perdicule rousse-gorge;Galliformes;Phasianidae (TÇtras)
Perdix palaeoperdix Mourer-ChauvirÇ, 1975;;Galliformes;Phasianidae (TÇtras)
Perdix perdix (Linnaeus, 1758);Perdrix grise;Galliformes;Phasianidae (TÇtras)
Perdix perdix hispaniensis Reichenow, 1892;;Galliformes;Phasianidae (TÇtras)
Perdix perdix perdix (Linnaeus, 1758);;Galliformes;Phasianidae (TÇtras)
Periparus ater (Linnaeus, 1758);MÇsange noire;Passeriformes (Passereaux);Paridae (MÇsanges)
Periporphyrus erythromelas (Gmelin, 1789);Cardinal Çrythromäle;Passeriformes (Passereaux);Cardinalidae
Perisoreus canadensis (Linnaeus, 1766);MÇsangeai du Canada;Passeriformes (Passereaux);Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)
Perissocephalus tricolor (MÅller, 1766);Coracine chauve;Passeriformes (Passereaux);Cotingidae
Pernis apivorus (Linnaeus, 1758);BondrÇe apivore;Accipitriformes;Accipitridae
Petrochelidon fulva (Vieillot, 1807);Hirondelle Ö front brun;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Petrochelidon nigricans (Vieillot, 1817);Hirondelle des arbres;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Petrochelidon pyrrhonota (Vieillot, 1817);Hirondelle Ö front blanc;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Petronia petronia (Linnaeus, 1766);Moineau soulcie;Passeriformes (Passereaux);Passeridae
Phaeomyias murina (Spix, 1825);Tyranneau souris;Passeriformes (Passereaux);Tyrannidae
Phaeomyias murina wagae (Taczanowski, 1884);;Passeriformes (Passereaux);Tyrannidae
Phaethon aethereus Linnaeus, 1758;PhaÇton Ö bec rouge;Phaethontiformes;Phaethontidae
Phaethon aethereus mesonauta Peters, 1930;PhaÇton Ö bec rouge (mesonauta);Phaethontiformes;Phaethontidae
Phaethon lepturus catesbyi Brandt, 1838;;Phaethontiformes;Phaethontidae
Phaethon lepturus Daudin, 1802;PhaÇton Ö bec jaune;Phaethontiformes;Phaethontidae
Phaethon lepturus dorotheae Mathews, 1913;PhaÇton Ö bec jaune (Pacifique);Phaethontiformes;Phaethontidae
Phaethon lepturus europae Le Corre & Jouventin, 1999;PhaÇton Ö bec jaune (Europa);Phaethontiformes;Phaethontidae
Phaethon lepturus lepturus Daudin, 1802;PhaÇton Ö bec jaune;Phaethontiformes;Phaethontidae
Phaethon rubricauda Boddaert, 1783;PhaÇton Ö brins rouges, Paille en queue Ö brins rouges;Phaethontiformes;Phaethontidae
Phaethornis augusti (Bourcier, 1847);Ermite d'Auguste;Caprimulgiformes;Trochilidae
Phaethornis augusti incanescens (Simon, 1921);;Caprimulgiformes;Trochilidae
Phaethornis bourcieri (Lesson, 1832);Ermite de Bourcier;Caprimulgiformes;Trochilidae
Phaethornis longuemareus (Lesson, 1832);Ermite nain;Caprimulgiformes;Trochilidae
Phaethornis malaris (Nordmann, 1835);Ermite Ö long bec;Caprimulgiformes;Trochilidae
Phaethornis ruber (Linnaeus, 1758);Ermite roussÉtre;Caprimulgiformes;Trochilidae
Phaethornis superciliosus (Linnaeus, 1766);Ermite Ö brins blancs;Caprimulgiformes;Trochilidae
Phaetusa simplex (Gmelin, 1789);Sterne Ö gros bec;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Phalacrocorax africanus (J. F. Gmelin, 1789);Cormoran africain;Pelecaniformes;Phalacrocoracidae
Phalacrocorax aristotelis (Linnaeus, 1761);Cormoran huppÇ;Pelecaniformes;Phalacrocoracidae
Phalacrocorax aristotelis aristotelis (Linnaeus, 1761);Cormoran huppÇ;Pelecaniformes;Phalacrocoracidae
Phalacrocorax aristotelis desmarestii (Payraudeau, 1826);Cormoran huppÇ de MÇditerranÇe, Cormoran de Desmarest;Pelecaniformes;Phalacrocoracidae
Phalacrocorax atriceps King, 1828;Cormoran impÇrial;Pelecaniformes;Phalacrocoracidae
Phalacrocorax auritus (Lesson, 1831);Cormoran Ö aigrettes;Pelecaniformes;Phalacrocoracidae
Phalacrocorax brasilianus (Gmelin, 1789);Cormoran olivÉtre, Cormoran vigua;Pelecaniformes;Phalacrocoracidae
Phalacrocorax carbo (Linnaeus, 1758);Grand Cormoran;Pelecaniformes;Phalacrocoracidae
Phalacrocorax carbo carbo (Linnaeus, 1758);Grand Cormoran;Pelecaniformes;Phalacrocoracidae
Phalacrocorax carbo novaehollandiae Stephens, 1826;Cormoran d'Australasie;Pelecaniformes;Phalacrocoracidae
Phalacrocorax carbo sinensis (Shaw & Nodder, 1801);;Pelecaniformes;Phalacrocoracidae
Phalacrocorax melanogenis Blyth, 1860;Cormoran de Crozet;Pelecaniformes;Phalacrocoracidae
Phalacrocorax melanoleucos (Vieillot, 1817);;Pelecaniformes;Phalacrocoracidae
Phalacrocorax melanoleucos melanoleucos (Vieillot, 1817);Cormoran pie;Pelecaniformes;Phalacrocoracidae
Phalacrocorax pygmaeus (Pallas, 1773);Cormoran pygmÇe;Pelecaniformes;Phalacrocoracidae
Phalacrocorax sulcirostris (Brandt, 1837);Cormoran noir;Pelecaniformes;Phalacrocoracidae
Phalacrocorax verrucosus (Cabanis, 1875);Cormoran de Kerguelen;Pelecaniformes;Phalacrocoracidae
Phalaropus fulicarius (Linnaeus, 1758);Phalarope Ö bec large;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Phalaropus lobatus (Linnaeus, 1758);Phalarope Ö bec Çtroit;Charadriiformes (Limicoles);Scolopacidae (BÇcasses)
Phasianus colchicus Linnaeus, 1758;Faisan de Colchide;Galliformes;Phasianidae (TÇtras)
Phedina borbonica (J. F. Gmelin, 1789);Hirondelle des Mascareignes;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Phedina borbonica borbonica (J. F. Gmelin, 1789);Hirondelle de Bourbon;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Pheucticus ludovicianus (Linnaeus, 1766);Cardinal Ö poitrine rose, Grosbec Ö poitrine rose;Passeriformes (Passereaux);Cardinalidae
Pheugopedius coraya (Gmelin, 1789);Troglodyte coraya;Passeriformes (Passereaux);Troglodytidae
Philemon diemenensis (Lesson, 1831);Polochion moine, Polochon moine, Grive moine;Passeriformes (Passereaux);Meliphagidae
Philydor erythrocercum (Pelzeln, 1859);Anabate Ö croupion roux;Passeriformes (Passereaux);Furnariidae
Philydor pyrrhodes (Cabanis, 1848);Anabate flamboyant;Passeriformes (Passereaux);Furnariidae
Phoebetria fusca (Hilsenberg, 1822);Albatros fuligineux Ö dos sombre;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Phoebetria palpebrata (J. R. Forster, 1785);Albatros fuligineux Ö dos clair;Procellariiformes (PÇtrels tempàtes, Albatros);Diomedeidae (Albatros)
Phoenicircus carnifex (Linnaeus, 1758);Cotinga ouette;Passeriformes (Passereaux);Cotingidae
Phoeniconaias minor (Geoffroy Saint-Hilaire, 1798);Flamant nain, Petit flamant;Phoenicopteriformes;Phoenicopteridae
Phoenicopterus chilensis Molina, 1782;Flamant du Chili;Phoenicopteriformes;Phoenicopteridae
Phoenicopterus roseus Pallas, 1811;Flamant rose;Phoenicopteriformes;Phoenicopteridae
Phoenicopterus ruber Linnaeus, 1758;Flamant des Caraãbes;Phoenicopteriformes;Phoenicopteridae
Phoenicurus ochruros (S. G. Gmelin, 1774);Rougequeue noir;Passeriformes (Passereaux);Saxicolidae
Phoenicurus phoenicurus (Linnaeus, 1758);Rougequeue Ö front blanc;Passeriformes (Passereaux);Saxicolidae
Phyllomyias griseiceps (P.L. Sclater & Salvin, 1871);Tyranneau nain;Passeriformes (Passereaux);Tyrannidae
Phylloscartes virescens Todd, 1925;Tyranneau verdÉtre;Passeriformes (Passereaux);Tyrannidae
Phylloscopus bonelli (Vieillot, 1819);Pouillot de Bonelli;Passeriformes (Passereaux);Sylviidae
Phylloscopus borealis (Blasius, 1858);Pouillot borÇal;Passeriformes (Passereaux);Sylviidae
Phylloscopus collybita (Vieillot, 1887);Pouillot vÇloce;Passeriformes (Passereaux);Sylviidae
Phylloscopus collybita abietinus (Nilsson, 1919);;Passeriformes (Passereaux);Sylviidae
Phylloscopus collybita collyba (Vieillot, 1817);;Passeriformes (Passereaux);Sylviidae
Phylloscopus collybita tristis Blyth, 1843;Pouillot de SibÇrie;Passeriformes (Passereaux);Sylviidae
Phylloscopus fuscatus (Blyth, 1842);Pouillot brun;Passeriformes (Passereaux);Sylviidae
Phylloscopus humei (Brooks, 1878);Pouillot de Hume;Passeriformes (Passereaux);Sylviidae
Phylloscopus ibericus Ticehurst, 1937;Pouillot ibÇrique, Pouillot vÇloce ibÇrique;Passeriformes (Passereaux);Sylviidae
Phylloscopus inornatus (Blyth, 1842);Pouillot Ö grands sourcils;Passeriformes (Passereaux);Sylviidae
Phylloscopus nitidus Blyth, 1843;Pouillot du Caucase, Pouillot des genÇvriers;Passeriformes (Passereaux);Sylviidae
Phylloscopus orientalis (C.L. Brehm, 1855);Pouillot oriental;Passeriformes (Passereaux);Sylviidae
Phylloscopus plumbeitarsus Swinhoe, 1861;;Passeriformes (Passereaux);Sylviidae
Phylloscopus proregulus (Pallas, 1811);Pouillot de Pallas, Pouillot roitelet;Passeriformes (Passereaux);Sylviidae
Phylloscopus schwarzi (Radde, 1863);Pouillot de Schwarz;Passeriformes (Passereaux);Sylviidae
Phylloscopus sibilatrix (Bechstein, 1793);Pouillot siffleur;Passeriformes (Passereaux);Sylviidae
Phylloscopus trochiloides (Sundevall, 1837);Pouillot verdÉtre;Passeriformes (Passereaux);Sylviidae
Phylloscopus trochilus (Linnaeus, 1758);Pouillot fitis;Passeriformes (Passereaux);Sylviidae
Phylloscopus trochilus acredula (Linnaeus, 1758);;Passeriformes (Passereaux);Sylviidae
Phylloscopus trochilus eversmanni (Bonaparte, 1850);;Passeriformes (Passereaux);Sylviidae
Phylloscopus trochilus fitis (Bechstein, 1793);;Passeriformes (Passereaux);Sylviidae
Phylloscopus trochilus trochilus (Linnaeus, 1758);;Passeriformes (Passereaux);Sylviidae
Piaya cayana (Linnaeus, 1766);Piaye Çcureuil;Cuculiformes (Coucous);Cuculidae
Piaya melanogaster (Vieillot, 1817);Piaye Ö ventre noir;Cuculiformes (Coucous);Cuculidae
Pica pica (Linnaeus, 1758);Pie bavarde;Passeriformes (Passereaux);Corvidae (Corbeaux, Corneilles, Pies, Geais, Casse-noix)
Picoides arcticus (Swainson, 1832);Pic Ö dos noir;Piciformes (Pics);Picidae
Picoides pubescens (Linnaeus, 1766);Pic mineur;Piciformes (Pics);Picidae
Picoides tridactylus (Linnaeus, 1758);Pic tridactyle;Piciformes (Pics);Picidae
Picoides villosus (Linnaeus, 1766);Pic chevelu;Piciformes (Pics);Picidae
Piculus chrysochloros (Vieillot, 1818);Pic vert-dorÇ;Piciformes (Pics);Picidae
Piculus chrysochloros guianensis Todd, 1937;;Piciformes (Pics);Picidae
Piculus flavigula (Boddaert, 1783);Pic Ö gorge jaune;Piciformes (Pics);Picidae
Picumnus cirratus confusus Kinnear, 1927;;Piciformes (Pics);Picidae
Picumnus cirratus Temminck, 1825;Picumne frangÇ;Piciformes (Pics);Picidae
Picumnus exilis (Lichtenstein, 1823);Picumne de Buffon;Piciformes (Pics);Picidae
Picumnus exilis buffoni Lafresnaye, 1845;;Piciformes (Pics);Picidae
Picumnus minutissimus (Pallas, 1782);;Piciformes (Pics);Picidae
Picumnus spilogaster Sundevall, 1866;;Piciformes (Pics);Picidae
Picus canus Gmelin, 1788;Pic cendrÇ;Piciformes (Pics);Picidae
Picus viridis Linnaeus, 1758;Pic vert, Pivert;Piciformes (Pics);Picidae
Picus viridis sharpei (H. Saunders, 1872);;Piciformes (Pics);Picidae
Picus viridis viridis Linnaeus, 1758;;Piciformes (Pics);Picidae
Pilherodius pileatus (Boddaert, 1783);HÇron coiffÇ;Pelecaniformes;Ardeidae (HÇrons)
Pinguinus impennis (Linnaeus, 1758);Grand Pingouin;Charadriiformes (Limicoles);Alcidae (Macareux, Guillemots, Pingouins)
Pinicola enucleator (Linnaeus, 1758);Durbec des sapins;Passeriformes (Passereaux);Fringillidae (Pinsons, Becs-croisÇs, Linottes)
Pionites melanocephalus (Linnaeus, 1758);Caãque maãpouri, Caãque maãpourri;Psittaciformes (Perroquets, perruches);Psittacidae
Pionus fuscus (Statius MÅller, 1776);Pione violette;Psittaciformes (Perroquets, perruches);Psittacidae
Pionus menstruus (Linnaeus, 1766);Pione Ö tàte bleue;Psittaciformes (Perroquets, perruches);Psittacidae
Pipile cumanensis (Jacquin, 1784);PÇnÇlope Ö gorge bleue, PÇnÇlope siffleuse;Galliformes;Cracidae
Pipilo erythrophthalmus (Linnaeus, 1758);Tohi Ö flancs roux;Passeriformes (Passereaux);Emberizidae (Bruants)
Pipra aureola (Linnaeus, 1758);Manakin aurÇole;Passeriformes (Passereaux);Pipridae
Piprites chloris (Temminck, 1822);Piprite verdin;Passeriformes (Passereaux);Tyrannidae
Piprites chloris chlorion (Cabanis, 1847);;Passeriformes (Passereaux);Tyrannidae
Piranga flava (Vieillot, 1822);Piranga orangÇ, Tangara orangÇ;Passeriformes (Passereaux);Cardinalidae
Piranga flava haemalea Salvin & Godman, 1883;Piranga rouge-sang;Passeriformes (Passereaux);Cardinalidae
Piranga olivacea (Gmelin, 1789);Tangara Çcarlate;Passeriformes (Passereaux);Cardinalidae
Piranga rubra (Linnaeus, 1758);Tangara vermillon;Passeriformes (Passereaux);Cardinalidae
Pitangus lictor (Lichtenstein, 1823);Tyran licteur;Passeriformes (Passereaux);Tyrannidae
Pitangus sulphuratus (Linnaeus, 1766);Tyran quiquivi;Passeriformes (Passereaux);Tyrannidae
Pithys albifrons (Linnaeus, 1766);Fourmilier manikup;Passeriformes (Passereaux);Thamnophilidae
Platalea ajaja Linnaeus, 1758;Spatule rose, Spatule rosÇe;Pelecaniformes;Threskiornithidae (Ibis, Spatules)
Platalea leucorodia Linnaeus, 1758;Spatule blanche;Pelecaniformes;Threskiornithidae (Ibis, Spatules)
Platalea regia Gould, 1838;Spatule royale;Pelecaniformes;Threskiornithidae (Ibis, Spatules)
Platyrinchus coronatus gumia (Bangs & Penard, 1918);;Passeriformes (Passereaux);Tyrannidae
Platyrinchus coronatus Sclater, 1858;Platyrhynque Ö tàte d'or;Passeriformes (Passereaux);Tyrannidae
Platyrinchus mystaceus Vieillot, 1818;;Passeriformes (Passereaux);Tyrannidae
Platyrinchus platyrhynchos (Gmelin, 1788);Platyrhynque Ö cimier blanc;Passeriformes (Passereaux);Tyrannidae
Platyrinchus saturatus Salvin & Goldman, 1882;Platyrhynque Ö cimier orange;Passeriformes (Passereaux);Tyrannidae
Plectrophenax nivalis (Linnaeus, 1758);Bruant des neiges;Passeriformes (Passereaux);Calcariidae
Plegadis falcinellus (Linnaeus, 1766);Ibis falcinelle;Pelecaniformes;Threskiornithidae (Ibis, Spatules)
Ploceus cucullatus (MÅller, 1776);Tisserin gendarme;Passeriformes (Passereaux);Ploceidae (Moineaux)
Ploceus cucullatus spilonotus Vigors, 1831;;Passeriformes (Passereaux);Ploceidae (Moineaux)
Ploceus melanocephalus (Linnaeus, 1758);;Passeriformes (Passereaux);Ploceidae (Moineaux)
Pluvialis apricaria (Linnaeus, 1758);Pluvier dorÇ;Charadriiformes (Limicoles);Charadriidae
Pluvialis apricaria altifrons (Brehm, 1831);;Charadriiformes (Limicoles);Charadriidae
Pluvialis dominica (Statius MÅller, 1776);Pluvier bronzÇ;Charadriiformes (Limicoles);Charadriidae
Pluvialis fulva (Gmelin, 1789);Pluvier fauve;Charadriiformes (Limicoles);Charadriidae
Pluvialis squatarola (Linnaeus, 1758);Pluvier argentÇ;Charadriiformes (Limicoles);Charadriidae
Pluvianus aegyptius (Linnaeus, 1758);Pluvian fluviatile;Charadriiformes (Limicoles);Glareolidae
Podiceps auritus (Linnaeus, 1758);Gräbe esclavon;Podicipediformes;Podicipedidae (Gräbes)
Podiceps cristatus (Linnaeus, 1758);Gräbe huppÇ;Podicipediformes;Podicipedidae (Gräbes)
Podiceps grisegena (Boddaert, 1783);Gräbe jougris;Podicipediformes;Podicipedidae (Gräbes)
Podiceps nigricollis Brehm, 1831;Gräbe Ö cou noir;Podicipediformes;Podicipedidae (Gräbes)
Podilymbus podiceps (Linnaeus, 1758);Gräbe Ö bec bigarrÇ;Podicipediformes;Podicipedidae (Gräbes)
Podilymbus podiceps antarcticus (Lesson, 1842);;Podicipediformes;Podicipedidae (Gräbes)
Podilymbus podiceps antillarum Bangs, 1913;;Podicipediformes;Podicipedidae (Gräbes)
Poecile atricapillus (Linnaeus, 1766);MÇsange borÇale, MÇsange Ö tàte noire;Passeriformes (Passereaux);Paridae (MÇsanges)
Poecile hudsonicus (J.R. Forster, 1772);;Passeriformes (Passereaux);Paridae (MÇsanges)
Poecile palustris (Linnaeus, 1758);MÇsange nonnette;Passeriformes (Passereaux);Paridae (MÇsanges)
Poecilotriccus fumifrons (Hartlaub, 1853);Todirostre Ö front gris;Passeriformes (Passereaux);Tyrannidae
Poecilotriccus fumifrons penardi (Hellmayr, 1905);;Passeriformes (Passereaux);Tyrannidae
Polioptila caerulea (Linnaeus, 1766);;Passeriformes (Passereaux);Polioptilidae
Polioptila guianensis Todd, 1920;Gobemoucheron guyanais;Passeriformes (Passereaux);Polioptilidae
Polioptila plumbea (Gmelin, 1788);Gobemoucheron tropical;Passeriformes (Passereaux);Polioptilidae
Polysticta stelleri (Pallas, 1769);Eider de Steller;Anseriformes (Canards, Oies, Cygnes);Anatidae
Polystictus pectoralis (Vieillot, 1817);Tyranneau barbu;Passeriformes (Passereaux);Tyrannidae
Polystictus pectoralis brevipennis (Berlepsch & Hartert, 1902);;Passeriformes (Passereaux);Tyrannidae
Polytmus guainumbi (Pallas, 1764);Colibri guaãnumbi;Caprimulgiformes;Trochilidae
Polytmus theresiae (Da Silva Maia, 1843);Colibri tout-vert;Caprimulgiformes;Trochilidae
Pomarea fluxa Murphy & Mathews, 1928;;Passeriformes (Passereaux);Monarchidae
Pomarea iphis iphis Murphy & Mathews, 1928;;Passeriformes (Passereaux);Monarchidae
Pomarea iphis Murphy & Mathews, 1928;;Passeriformes (Passereaux);Monarchidae
Pomarea mendozae (Hartlaub, 1854);;Passeriformes (Passereaux);Monarchidae
Pomarea mendozae mendozae (Hartlaub, 1854);;Passeriformes (Passereaux);Monarchidae
Pomarea mendozae motanensis Murphy & Mathews, 1928;;Passeriformes (Passereaux);Monarchidae
Pomarea mira Murphy & Mathews, 1928;;Passeriformes (Passereaux);Monarchidae
Pomarea nigra (Sparrman, 1786);;Passeriformes (Passereaux);Monarchidae
Pomarea nukuhivae Murphy & Mathews, 1928;;Passeriformes (Passereaux);Monarchidae
Pomarea pomarea (Lesson, 1828);;Passeriformes (Passereaux);Monarchidae
Pomarea whitneyi Murphy & Mathews, 1928;;Passeriformes (Passereaux);Monarchidae
Pooecetes gramineus (Gmelin, 1789);;Passeriformes (Passereaux);Emberizidae (Bruants)
Porphyrio alleni Thomson, 1842;Taläve d'Allen, Poule sultane d'Allen;Gruiformes (Grues);Rallidae
Porphyrio coerulescens (Selys Longchamps, 1848);;Gruiformes (Grues);Rallidae
Porphyrio flavirostris (Gmelin, 1789);Taläve favorite;Gruiformes (Grues);Rallidae
Porphyrio kukwiedei Balouet & Olson, 1989;;Gruiformes (Grues);Rallidae
Porphyrio madagascariensis (Latham, 1801);;Gruiformes (Grues);Rallidae
Porphyrio martinicus (Linnaeus, 1766);Taläve violacÇe;Gruiformes (Grues);Rallidae
Porphyrio mcnabi Kirchman & Steadman, 2006;;Gruiformes (Grues);Rallidae
Porphyrio paepae Steadman, 1988;;Gruiformes (Grues);Rallidae
Porphyrio porphyrio (Linnaeus, 1758);Poule sultane, Taläve sultane, Porphyrion bleu;Gruiformes (Grues);Rallidae
Porphyrio porphyrio samoensis Peale, 1848;Taläve sultane, Poule sultane;Gruiformes (Grues);Rallidae
Porzana carolina (Linnaeus, 1758);Marouette de Caroline;Gruiformes (Grues);Rallidae
Porzana cinerea (Vieillot, 1819);;Gruiformes (Grues);Rallidae
Porzana cinerea tannensis (J. R. Forster, 1844);Marouette grise;Gruiformes (Grues);Rallidae
Porzana nigra (Miller, 1784);;Gruiformes (Grues);Rallidae
Porzana porzana (Linnaeus, 1766);Marouette ponctuÇe;Gruiformes (Grues);Rallidae
Procellaria aequinoctialis Linnaeus, 1758;PÇtrel Ö menton blanc;Procellariiformes (PÇtrels tempàtes, Albatros);Procellariidae
Procellaria cinerea Gmelin, 1789;;Procellariiformes (PÇtrels tempàtes, Albatros);Procellariidae
Procellaria conspicillata Gould, 1844;;Procellariiformes (PÇtrels tempàtes, Albatros);Procellariidae
Procelsterna albivitta Bonaparte, 1856;Noddi gris;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Procelsterna cerulea F. D. Bennett, 1840;;Charadriiformes (Limicoles);Laridae (GoÇlands, Mouettes)
Procnias albus (Hermann, 1783);Araponga blanc;Passeriformes (Passereaux);Cotingidae
Progne chalybea (Gmelin, 1789);Hirondelle chalybÇe;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Progne chalybea chalybea (Gmelin, 1789);;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Progne chalybea macrorhamphus Brooke, 1974;;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Progne dominicensis (Gmelin, 1789);Hirondelle des Çglises, Hirondelle Ö ventre blanc;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Progne elegans Baird, 1865;Hirondelle gracieuse;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Progne subis (Linnaeus, 1758);Hirondelle noire, Martin pourpre, Hirondelle pourprÇe;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Progne tapera (Linnaeus, 1766);Hirondelle tapäre;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
Progne tapera fusca (Vieillot, 1817);;Passeriformes (Passereaux);Hirundinidae (Hirondelles)
